97274	45	Cubical.Categories.Displayed.Presheaf.Uncurried.Eq.Conversion.CartesianV
95153	62	Cubical.Categories.LocallySmall.Variables.Base
95141	61	Cubical.Categories.LocallySmall.Category.Base
94842	59	Cubical.Categories.LocallySmall.Displayed.Category.Base
94327	52	Cubical.Categories.Displayed.Instances.Reindex.Eq.Properties
93885	59	Cubical.Categories.LocallySmall.Category.Small
93831	58	Cubical.Categories.LocallySmall.Displayed.Category.Small
93463	57	Cubical.Categories.LocallySmall.Variables.Category
93440	56	Cubical.Categories.LocallySmall.Variables
93183	37	Cubical.Categories.Displayed.Instances.Reindex.Cartesian
92677	51	Cubical.Categories.Displayed.Instances.Reindex.Eq
92245	50	Cubical.Categories.LocallySmall.Functor.Base
91902	42	Cubical.Categories.LocallySmall.Displayed.Category.Properties
91510	41	Cubical.Categories.LocallySmall.Displayed.Functor.Base
89701	38	Cubical.Categories.LocallySmall.Instances.Indiscrete
89686	37	Cubical.Categories.LocallySmall.Instances.Unit
89663	36	Cubical.Categories.LocallySmall.Instances.DisplayOverTerminal.Base
89627	35	Cubical.Categories.LocallySmall.Displayed.Instances.Reindex.Base
87482	37	Cubical.Categories.LocallySmall.Displayed.Section.Base
86891	33	Cubical.Categories.LocallySmall.Displayed.Category.Notation
85556	28	Cubical.Categories.LocallySmall.Functor.Properties
84698	19	Cubical.Categories.LocallySmall.Displayed.Functor.Properties
84293	26	Cubical.Categories.LocallySmall.Instances.ChangeOfObjects
84265	21	Cubical.Categories.LocallySmall.Displayed.Instances.Reindex.Properties
84001	20	Cubical.Categories.LocallySmall.Functor.IntoFiberCategory
83918	19	Cubical.Categories.LocallySmall.NaturalTransformation.IntoFiberCategory
83646	23	Cubical.Categories.LocallySmall.Functor
83564	19	Cubical.Categories.LocallySmall.Displayed.Instances.ChangeOfObjects
83557	21	Cubical.Categories.LocallySmall.Instances.BinProduct.Base
83479	20	Cubical.Categories.LocallySmall.Instances.BinProduct.Properties
83437	18	Cubical.Categories.LocallySmall.Instances.Functor.IntoFiberCategory.Base
83247	17	Cubical.Categories.LocallySmall.Instances.Functor.IntoFiberCategory.Properties
83035	16	Cubical.Categories.LocallySmall.Instances.Total.Properties
82854	16	Cubical.Categories.LocallySmall.Instances.Functor.IntoFiberCategory
82854	15	Cubical.Categories.LocallySmall.Displayed.Instances.BinProduct.Base
76435	15	Cubical.Categories.LocallySmall.Functor.Constant
76268	13	Cubical.Categories.LocallySmall.Displayed.Category.SmallDisplayedFibers
68052	45	Cubical.Categories.Limits.Cartesian.More
67823	42	Cubical.Categories.Displayed.Limits.CartesianClosedV
65151	32	Cubical.Categories.Displayed.Instances.Reindex.CurriedFibration
65079	31	Cubical.Categories.Displayed.Instances.Reindex.Limits
62387	25	Cubical.Categories.Displayed.Instances.Reindex
61399	26	Cubical.Prop.Top
61399	26	Cubical.Prop.Bottom
61388	24	Cubical.Prop.ToType
61388	23	Cubical.Prop
61388	22	Cubical.Categories.Instances.WalkingArrow
61006	19	Cubical.Categories.Displayed.Presheaf.Uncurried.Fibration.Displayed
60800	18	Cubical.Categories.Displayed.CBPV.Unary.Base
59257	4	Cubical.Categories.LocallySmall.Displayed.NaturalTransformation.IntoFiberCategory.Base
52977	42	Cubical.Categories.Limits.BiCartesianClosed.Base
50432	17	Cubical.Categories.Displayed.Instances.Reindex.UniversalQuantifier
46426	29	Cubical.Categories.Limits.Pullback.Alt
44385	8	Cubical.Algebra.State
43356	7	Cubical.Categories.Displayed.CBPV.Unary.StateAlgEnrichment
42947	13	Cubical.Categories.LocallySmall.Instances.BinProduct
42947	12	Cubical.Categories.LocallySmall.Bifunctor.Base
42403	35	Cubical.Categories.Displayed.Limits.BiCartesianClosedV
42377	9	Cubical.Categories.LocallySmall.Displayed.Bifunctor.Base
41890	27	Cubical.Categories.Displayed.Presheaf.Uncurried.Eq.Conversion.CartesianClosedV
41808	23	Cubical.Categories.Displayed.Instances.Weaken
39712	29	Cubical.Categories.Limits.Coend
39702	30	Cubical.Categories.Presheaf.Constructions.IndexedProduct
39650	29	Cubical.Categories.Limits.IndexedProduct.Base
39579	28	Cubical.Categories.Instances.Sets.Properties
39021	3	Cubical.Categories.LocallySmall.Displayed.NaturalTransformation.IntoFiberCategory.Eq
38993	26	Cubical.Categories.Displayed.Presheaf.Uncurried.Eq.Sets
38834	11	Cubical.Categories.LocallySmall.Displayed.Instances.Weaken.Base
38781	9	Cubical.Categories.LocallySmall.Instances.Level
38765	9	Cubical.Categories.LocallySmall.Displayed.Instances.Weaken
38765	8	Cubical.Categories.LocallySmall.Displayed.Instances.Sets.Base
31793	13	Cubical.Categories.Displayed.CBPV.Unary.Instances.Free.Pure.Base
31381	11	Cubical.Categories.Displayed.CBPV.Unary.Instances.FromProf
30191	8	Cubical.Categories.Displayed.CBPV.Unary.Instances.FromU
29438	6	Cubical.Categories.Displayed.CBPV.Unary.Instances.Displayed.FromProf
29152	23	Cubical.Categories.Displayed.Presheaf.Uncurried.Eq.Conversion.BiCartesianClosedV
29086	22	Cubical.Categories.Displayed.Instances.Sets.Properties
29078	7	Cubical.Categories.Displayed.CBPV.Unary.Additive
28657	18	Cubical.Categories.Displayed.Limits.ClosedV
28609	17	Cubical.Categories.Displayed.Instances.Reindex.Exponential
28467	5	Cubical.Categories.Displayed.CBPV.Unary.Instances.Displayed.FromU
28444	4	Cubical.Categories.Displayed.CBPV.Unary.Instances.StateAlg.Base
27881	7	Cubical.Categories.LocallySmall.Presheaf.GloballySmall.IntoFiberCategory.Base
27616	22	Cubical.Categories.Displayed.Instances.SimpleTotalCategoryR
27048	3	Cubical.Categories.Displayed.CBPV.Unary.Instances.StateAlg.Vertical
26943	5	Cubical.Categories.LocallySmall.Displayed.Category
25931	16	Cubical.Categories.Displayed.Instances.Reindex.CartesianClosed
25599	2	Cubical.Categories.LocallySmall.Displayed.Instances.Functor.IntoFiberCategory
24313	1	Cubical.Categories.LocallySmall.Displayed.Presheaf.GloballySmall.IntoFiberCategory.Base
22614	15	Cubical.Categories.Displayed.Instances.SimpleTotalCategoryL
22546	14	Cubical.Categories.Displayed.Instances.Comma
20369	5	Cubical.Categories.FixedPoint
20088	3	Cubical.Categories.Displayed.FixedPoint
17067	18	Cubical.Categories.Displayed.Instances.Weaken.UncurriedProperties
16171	5	Cubical.Categories.Displayed.Instances.Presheaf.Eq.Base
15865	0	Cubical.Categories.Displayed.Presheaf.Uncurried.Constructions.ExponentialV->D
15505	15	Cubical.Categories.Displayed.Limits.CartesianSection
14216	3	Cubical.Categories.Displayed.Instances.Sets
13838	9	Cubical.Categories.Monoidal.Functor
13612	1	Cubical.Categories.LocallySmall.Displayed.Instances.Total
12861	0	Cubical.Categories.LocallySmall.Displayed.Presheaf.GloballySmall.IntoFiberCategory.Properties
11929	11	Cubical.Categories.Displayed.Limits.CartesianClosedSection
11499	7	Cubical.Categories.Instances.BinProduct.Monoidal
11472	1	Cubical.Categories.Displayed.CBPV.Unary.Instances.Free.BoolState.Additive
10604	6	Cubical.Categories.Profunctor.StrictHom.Base
10554	8	Cubical.Categories.Displayed.Monoidal.Base
10374	4	Cubical.Categories.Profunctor.StrictHom.Constructions.Extension
9996	1	Cubical.Categories.Displayed.CBPV.Unary.Instances.Free.Pure.Additive
9746	4	Cubical.Categories.Displayed.Instances.Family.Base
9371	2	Cubical.Categories.Displayed.Instances.Family.EqProperties
9358	4	Cubical.Categories.Displayed.Instances.Presheaf.Eq.Cartesian
8888	3	Cubical.Categories.Presheaf.StrictHom.RightAdjoint
8469	2	Cubical.Categories.Displayed.Instances.Presheaf.Eq.CartesianClosed
7787	2	Cubical.Categories.Displayed.HLevels.PropValuedPresheaf
7642	1	Cubical.Categories.Displayed.Instances.PropertyOver.Cartesian
7240	3	Cubical.Categories.Comonad.Base
7131	12	Cubical.Categories.Adjoint.Monad
7043	6	Cubical.Categories.Displayed.Limits.BiCartesianClosedSection
6828	17	Cubical.Categories.Instances.ChangeOfObjects
6804	0	Cubical.Categories.Displayed.Instances.Arrow.Limits
6803	16	Cubical.Categories.Instances.Bifunctors
6799	6	Cubical.Categories.Instances.Free.BiCartesianClosedCategory.Quiver
6752	5	Cubical.Categories.Instances.Free.BiCartesianClosedCategory.Forded
6735	15	Cubical.Categories.Instances.Relators
6691	14	Cubical.Categories.Profunctor.Homomorphism.NaturalElement
6576	2	Cubical.Categories.DistributiveLaw.ComonadOverMonad.Base
6428	13	Cubical.Categories.Profunctor.Hom
6387	1	Cubical.Categories.DistributiveLaw.ComonadOverMonad.BiKleisli.Base
6329	11	Cubical.Categories.Displayed.Adjoint.More
6278	7	Cubical.Categories.Displayed.Fibration.IsoFibration
6078	5	Cubical.Categories.Displayed.Instances.Reindex.Monoidal
5636	8	Cubical.Categories.Displayed.Presheaf.Constructions.Quantifiers.Base
5628	7	Cubical.Categories.Instances.Free.CartesianClosedCategory.Quiver
5321	1	Cubical.Categories.Displayed.CBPV.Unary.Instances.StateAlg.Additive
4917	11	Cubical.Categories.Displayed.Instances.FunctorAlgebras
4698	4	Cubical.Categories.Displayed.Instances.TotalCategory.Monoidal
4670	3	Cubical.Categories.Instances.Free.CartesianClosedCategory.Forded
4482	8	Cubical.Categories.Displayed.Instances.EilenbergMoore
4420	0	Cubical.Categories.DistributiveLaw.ComonadOverMonad.BiKleisli.Morphism
4416	6	Cubical.Categories.Displayed.Instances.EilenbergMoore.Comparison
4377	4	Cubical.Categories.Monoidal.Dual
4174	4	Cubical.Categories.Displayed.Instances.Path.Displayed
3963	3	Cubical.Categories.Monoidal.Properties
3946	3	Cubical.Categories.Instances.Free.CartesianCategory.Forded
3917	6	Cubical.Categories.Displayed.Instances.CoEilenbergMoore
3893	5	Cubical.Categories.Displayed.Instances.CoEilenbergMoore.Comparison
3520	7	Cubical.Relation.Binary.Preorder
3428	4	Cubical.Categories.Presheaf.Family.Base
3326	11	Cubical.Categories.WithFamilies.Simple.Base
3235	9	Cubical.Categories.Instances.Functors.Redundant
3190	1	Cubical.Categories.Displayed.CBPV.Unary.Instances.Free.BoolState.Multiplicative
3167	0	Cubical.Categories.Displayed.Instances.Presheaf.General
3109	6	Gluing.Canonicity
3105	5	Cubical.Categories.Instances.Preorders.Monotone
3047	8	Cubical.Categories.Instances.Functors.Redundant.Bifunctor
2924	6	Cubical.Categories.WithFamilies.Simple.Displayed
2897	6	Cubical.Categories.Instances.TotalCategory.Cartesian
2841	5	Cubical.Categories.Instances.BinProduct.Cartesian
2801	1	Cubical.Categories.Instances.Free.Lambda.Negative
2779	2	Cubical.Categories.Instances.Preorders.Monotone.Adjoint
2769	1	Cubical.Categories.Instances.Functors.More
2648	1	Cubical.Categories.Instances.Free.Lambda.ArrowOnly
2612	4	Cubical.Data.Sum.More
2564	1	Cubical.Categories.Instances.Posets.Base
2557	0	Gluing.BiCartesianClosedCategory.BoolNatCanonicity.Forded
2547	4	Cubical.Categories.Monad.ExtensionSystem
2517	0	Cubical.Categories.Instances.Hyperdoctrine.Unary
2461	1	Cubical.Categories.WithFamilies.Simple.Properties
2323	5	Cubical.Categories.Displayed.Instances.Arrow.Properties
2282	6	Cubical.Categories.Instances.BinProduct.Redundant.Assoc.ToRight
2271	5	Cubical.Categories.LocallySmall.Displayed.HLevels
2259	6	Cubical.Categories.Instances.BinProduct.Redundant.Assoc.ToLeft
2251	3	Gluing.BiCartesianClosedCategory.BinaryLogicalRelation
2185	4	Cubical.Categories.Displayed.Instances.Arrow.Monoidal
2165	2	Gluing.BiCartesianClosedCategory.IdentityExtension
2098	1	Cubical.Categories.Displayed.CBPV.Unary.Instances.Free.Pure.Multiplicative
2070	0	Cubical.Categories.WithFamilies.Simple.Instances.Free.Base
2040	2	Cubical.Categories.Instances.Free.Monoidal.List
2029	4	Cubical.Categories.LocallySmall.Displayed.Instances.StructureOver.Base
1945	5	Cubical.Categories.Instances.Free.Category.Forded
1906	2	Cubical.Categories.LocallySmall.Displayed.Instances.Graph.Presheaf.GloballySmall.Base
1848	0	Cubical.Categories.Displayed.Presheaf.Constructions.Curry
1838	3	Cubical.Categories.Displayed.Instances.Weaken.Monoidal
1809	2	Cubical.Categories.Displayed.Instances.Presheaf.Base
1799	6	Cubical.Categories.Monoidal.Instances.Presheaf
1703	2	Cubical.Categories.Presheaf.CCC
1678	4	Cubical.Categories.Displayed.Instances.IsoFiber.Base
1651	6	Cubical.Induction.WellFounded.More
1640	5	Cubical.Categories.Direct.Base
1640	3	Cubical.Categories.Presheaf.Nerve
1613	5	Cubical.Categories.Instances.BinProduct.Redundant.Assoc
1609	2	Cubical.Categories.Displayed.CBPV.Unary.Instances.Sets
1583	3	Cubical.Categories.Displayed.Instances.IsoFiber.Monoidal
1546	2	Cubical.Categories.Adjoint.2Var
1539	2	Cubical.Categories.Instances.Free.Monoidal.Base
1513	1	Cubical.Categories.Exponentials.RightAdjoint
1401	2	Cubical.Categories.Displayed.Fibration.Manual
1399	5	Cubical.Categories.Subobject.Base
1369	4	Cubical.Categories.Presheaf.Sieve
1355	1	Cubical.Categories.Displayed.Instances.Presheaf.Properties
1333	1	Cubical.Categories.LocallySmall.Displayed.Presheaf.GloballySmall.Uncurried.Base
1329	3	Cubical.Categories.Direct.StrictDownset
1268	1	Cubical.Categories.Profunctor.Homomorphism.Bilinear
1245	1	Cubical.Categories.Profunctor.Homomorphism.Unary
1222	4	Cubical.Categories.Instances.Free.CartesianCategory.Base
1208	2	Cubical.Categories.Instances.Free.Category.GuardedFixedPoint
1203	0	Cubical.Categories.Displayed.Alt.Fibrous
1200	2	Cubical.Categories.Displayed.Instances.Family.Properties
1189	0	Gluing.Lambda.BoolNatCanonicity.Negative
1184	4	Cubical.Categories.Enriched.Instances.Presheaf.Self
1173	0	Gluing.Lambda.BoolNatCanonicity.ArrowOnly
1114	1	Cubical.Categories.Displayed.Limits.BinProduct.Fiberwise
1066	5	Cubical.Categories.Enriched.Functors.Base
937	2	Cubical.Categories.Instances.Free.CartesianClosedCategory.Base
922	0	Cubical.Categories.Displayed.Instances.Presheaf.Limits
784	2	Cubical.Categories.Displayed.Quantifiers.Base
782	1	Cubical.Categories.Instances.Free.CartesianClosedCategory.UncurriedElim
779	1	Cubical.Categories.Instances.Free.Functor.AltPresented
757	2	Cubical.Categories.Displayed.Instances.FunctorCoalgebras
733	1	Cubical.Categories.Displayed.Instances.FunctorAlgebras.Recursive
722	4	Cubical.Categories.Instances.Free.CartesianCategory.ProductQuiver
604	2	Cubical.Categories.Instances.Free.CartesianCategory.UncurriedElim
602	1	Cubical.Categories.Instances.Presheaf
594	1	Cubical.Categories.Monoidal.Combinators.Base
587	0	Gluing.Category.GuardedFixedPoint
587	0	Cubical.Categories.LocallySmall.Presheaf.GloballySmall.IntoFiberCategory.Constructions.BinProduct.Base
580	2	Cubical.Categories.Instances.FullImage
558	0	Cubical.Categories.Displayed.Exponentials.RightAdjoint
552	0	Gluing.CartesianClosedCategory.Conservativity.OverCartesianCategories.Forded
539	0	Cubical.Tactics.AltFunctorSolver.Solver
534	0	Cubical.Categories.Displayed.Limits.CartesianV'
521	4	Cubical.Categories.WithFamilies.Simple.Functor
510	0	Cubical.Categories.Displayed.Instances.Presheaf.Uncurried.Base
501	0	Gluing.CBPV.StateAlg.Multiplicative
499	0	Cubical.Categories.Instances.Free.CartesianCategory.CurriedElim
483	0	Gluing.CBPV.Pure.Additive
452	0	Gluing.CBPV.StateAlg.Additive
449	0	Cubical.Categories.LocallySmall.Displayed.Presheaf.GloballySmall.Uncurried.Representable
446	1	Cubical.Categories.Instances.Strictification
443	0	Cubical.Categories.Enriched.Instances.Presheaf.ChangeBase
441	0	Gluing.BiCartesianClosedCategory.StackParametricity
430	0	Gluing.CBPV.Pure.Multiplicative
423	1	Cubical.Categories.Instances.Free.Category.UniversalProperty
411	0	Gluing.Category
407	1	Cubical.Categories.Instances.Free.CategoryWithTerminal
396	0	Cubical.Categories.Instances.Fiber.Strict
393	0	Gluing.Category.Forded
386	0	Cubical.Categories.Direct.LocallyContractive
384	0	Cubical.Categories.Instances.Free.Category.QuiverPath
379	2	Cubical.Categories.Enriched.NaturalTransformation.Base
372	0	Gluing.CartesianClosedCategory.Conservativity.OverCategories.Forded
363	2	Guarded.Later.Base
351	0	Cubical.CoData.Delay
343	1	Cubical.Categories.CBPV.Base
338	0	Gluing.CartesianCategory.Conservativity.OverCategories.Forded
328	1	Cubical.Categories.Instances.Free.Monoidal.Coherence
327	0	Cubical.Categories.CBPV.Instances.Free
311	4	Cubical.Categories.Displayed.Presheaf.Constructions.Quantifiers.UniversalProperty.ComposeWeakening
309	0	Gluing.BiCartesianClosedCategory.FlipperParametricity
307	1	Guarded.Later.Properties
294	0	Guarded.Gluing.Canonicity
287	0	Cubical.Categories.Monoidal.Combinators.Equations
274	1	Cubical.Data.Maybe.More
251	1	Cubical.Categories.LocallySmall.NaturalTransformation.Small
239	0	Cubical.Categories.Instances.Coproduct
230	1	Cubical.Categories.Instances.Preorders.Base
217	0	Cubical.Categories.Direct.Product
214	0	Cubical.Categories.Instances.ωSet
205	0	Cubical.Categories.Instances.TransitionSystem
203	0	Cubical.Categories.Direct.StrictUpset
194	0	Cubical.Categories.Direct.Predecessor
191	1	Cubical.Categories.Comonad.ExtensionSystem
179	0	Cubical.Categories.Instances.FromEnriched
168	3	Cubical.Categories.Displayed.Presheaf.Constructions.Quantifiers.UniversalProperty.Quantifiers
160	0	Gluing.CBPV.Pure.Judgmental
157	0	Cubical.Categories.LocallySmall.Instances.DisplayOverTerminal.Properties
154	1	Cubical.Categories.WithFamilies.Simple.Instances.Democratic
154	0	Cubical.Categories.Monad.Algebra
153	0	Cubical.Categories.Enriched.Instances.FromCat
148	0	Cubical.Categories.Comonad.Instances.Environment
139	0	Cubical.Categories.LocallySmall.Displayed.Section.Bisection
137	0	Cubical.Categories.Displayed.Instances.Free.CBPV.Unary.Full
106	0	Gluing.CartesianClosedCategory.BoolNatCanonicity.Forded
105	0	Gluing.CartesianCategory
104	0	Gluing.CartesianClosedCategory.BoolNatCanonicity.UncurriedElim
96	0	Gluing.CartesianCategory.BoolNatCanonicity.Forded
92	0	Gluing.Category.BoolNatCanonicity
90	0	Gluing.CartesianCategory.BoolNatCanonicity.UncurriedElim
89	1	Cubical.Categories.Instances.Indiscrete
88	0	Cubical.Categories.WithFamilies.Simple.Instances.Reindex
84	0	Cubical.Categories.Equivalence.More
77	1	Cubical.Categories.Limits.BinProduct.Adjoint
77	0	Cubical.Categories.LocallySmall.NaturalTransformation.Large
77	0	Cubical.Categories.Displayed.Alt.LevelPoly
68	0	Cubical.Categories.LocallySmall.Instances.Functor.Small
67	0	Cubical.Categories.WithFamilies.Simple.Instances.VerticalToDisplayed
58	0	Gluing.Terminal
49	0	Cubical.Categories.LocallySmall.Displayed.Functor.Constant
49	0	Cubical.Categories.Displayed.Univalence
49	0	Cubical.Categories.Displayed.Limits.BinProduct.Adjoint
48	2	Cubical.Categories.Displayed.Presheaf.Constructions.Quantifiers.UniversalProperty
48	1	Cubical.Categories.Displayed.Presheaf.Constructions.Quantifiers.Properties
44	1	Cubical.Categories.Displayed.Quantifiers
44	1	Cubical.Categories.Displayed.Exponentials.Base
44	0	Cubical.Categories.LocallySmall.Presheaf.GloballySmall.IntoFiberCategory.Constructions.Unit.Base
44	0	Cubical.Categories.Displayed.Exponentials.CartesianClosed
40	1	Cubical.Categories.Instances.BinProduct.Redundant
40	0	Cubical.Categories.UniversalConstructions.End
39	0	Cubical.Categories.LocallySmall.Displayed.Instances.HomPropertyOver
37	0	Cubical.Categories.WithFamilies.Base
36	0	Cubical.Categories.Instances.Sets.Cartesian
35	0	Cubical.Categories.UniversalConstructions.WeightedLimit
